ID;Price;Rooms;Square;Live Square;Kitchen;Floor;Total Floors;Residental Complex;District;Flat number;Street;Microdistrict;Microistrict 2;Full address;Flat Type;Toilet;Balcony;Repair;Window View;Ceiling;House Type;House Year;Lifts;Parking;Gas;Floor_type;Entrances;Heating;Latitude;Longitude;Shop Points;Bus points;Sport Points;Bank Points;Healthcare Points;Parking Points;Catering Points;Kindergarten Points;Study Points;Leisure Points;Historical Points;Tourism Points;Bus Dist;Centr Dist;
https://kazan.cian.ru/sale/flat/271888888/;1900000;1;17.0;9.0;3.0;5;5;;Советский;19;Халезова;Дербышки;;Татарстан респ., Казань, р-н Советский, мкр. Дербышки, ул. Халезова, 19;Вторичка;;;;;0;Кирпичный;1967;;;Центральное;Железобетонные;2;Центральное;;55.863995;49.218066;82;3;7;13;14;16;18;7;10;20;1;4;0.153;10.298
https://kazan.cian.ru/sale/flat/268546185/;5600000;1;36.0;16.0;9.0;3;10;ЖК «Весна»;Советский;10;Азата Аббасова;;;Татарстан респ., Казань, р-н Советский, ул. Азата Аббасова, 10;Вторичка;;1 балкон;;;2.7;Кирпичный;2018;16 всего;;Центральное;Железобетонные;16;Центральное;;55.792356;49.247503;68;2;14;5;10;58;10;3;2;37;1;0;0.152;8.86
https://kazan.cian.ru/sale/flat/266081589/;6890000;1;48.2;20.5;11.5;4;20;;Приволжский;12;Профессора Камая;Горки-1;;Татарстан респ., Казань, р-н Приволжский, мкр. Горки-1, Профессора Камая ул., 12;Вторичка;;1 лоджия;;;2.7;Кирпичный;2015;4 всего;;;Железобетонные;2;;;55.748356;49.184325;27;6;0;8;9;4;7;3;1;7;0;0;0.257;7.225
https://kazan.cian.ru/sale/flat/269740205/;6999000;1;31.0;19.0;5.0;10;19;;Советский;65Б/2;Николая Ершова;Куба;;Татарстан респ., Казань, р-н Советский, мкр. Куба, ул. Николая Ершова, 65Б/2;Вторичка;;1 лоджия;;;0;;2021;;;;;;;;55.803155;49.181953;89;4;9;21;19;19;16;9;12;22;6;4;0.249;4.802
https://kazan.cian.ru/sale/flat/271007354/;7650000;1;45.0;31.0;9.0;2;12;;Ново-Савиновский;62;Чистопольская;кварталы 68, 69;;Татарстан респ., Казань, р-н Ново-Савиновский, мкр. кварталы 68, 69, Чистопольская ул., 62;Вторичка;;1 балкон;;;2.7;Кирпичный;2008;4 всего;;Центральное;Железобетонные;3;Центральное;;55.818033;49.1349;82;7;3;13;10;13;13;4;2;19;2;8;0.13;3.023
https://kazan.cian.ru/sale/flat/286223825/;7750000;1;39.9;19.0;10.0;4;20;ЖК «ул. Аделя Кутуя»;Советский;4А;Габдуллы Кариева;;;Татарстан респ., Казань, р-н Советский, ул. Габдуллы Кариева, 4А;Вторичка;;1 балкон;;;2.7;Кирпичный;2020;2 всего;;;Железобетонные;1;Индивидуальный тепловой пункт;;55.784926;49.186436;27;3;4;4;6;12;6;4;4;12;1;1;0.209;5.172
https://kazan.cian.ru/sale/flat/271786201/;5080000;1;31.4;18.9;5.0;3;10;ЖК «Яркий»;Авиастроительный;4Д;Тэцевская;Соцгород;;Татарстан респ., Казань, р-н Авиастроительный, мкр. Соцгород, Тэцевская ул., 4Д;Вторичка;;1 балкон;;;2.8;Кирпичный;2022;17 всего;;;;17;;;55.851;49.062513;16;2;2;0;2;17;0;0;0;6;0;0;0.339;6.701
https://kazan.cian.ru/sale/flat/272621433/;3820000;1;36.1;19.9;8.1;3;9;;Кировский;19/43;Ильича;Юдино;;Татарстан респ., Казань, р-н Кировский, мкр. Юдино, ул. Ильича, 19/43;Вторичка;;;;;0;Кирпичный;1980;11 всего;;Центральное;Железобетонные;11;Центральное;;55.818503;48.898966;36;3;1;6;10;6;5;4;3;12;5;1;0.26;13.244
https://kazan.cian.ru/sale/flat/270151419/;4800000;1;35.2;11.5;14.4;6;7;ЖК «Яркий»;Авиастроительный;4Е;Тэцевская;Соцгород;;Татарстан респ., Казань, р-н Авиастроительный, мкр. Соцгород, Тэцевская ул., 4Е;Вторичка;;1 балкон;;;2.7;;2021;9 всего;;;;9;;;55.851662;49.063618;17;1;2;0;2;17;0;1;0;6;0;0;0.337;6.74
https://kazan.cian.ru/sale/flat/273112290/;5999000;1;33.0;18.0;7.0;3;9;;Московский;17;;квартал 56;;Татарстан респ., Казань, р-н Московский, мкр. квартал 56, просп. Ямашева, 17;Вторичка;;;;;0;Кирпичный;1976;5 всего;;Центральное;Железобетонные;5;Центральное;;55.826529;49.099461;136;3;9;6;13;26;16;7;6;38;13;7;0.098;3.413
https://kazan.cian.ru/sale/flat/272873988/;5349900;1;34.3;12.0;9.1;10;10;;Советский;62к2;Мира;;;Татарстан респ., Казань, р-н Советский, Дербышки поселок, ул. Мира, 62к2;Вторичка;;1 лоджия;;;2.65;Кирпичный;2021;9 всего;;;Железобетонные;9;Центральное;;55.854163;49.206729;2;1;2;0;1;1;0;0;0;2;0;1;0.226;9.016
https://kazan.cian.ru/sale/flat/262754616/;7200000;1;43.7;17.7;13.5;14;18;ЖК «Вербный»;Советский;88;Юлиуса Фучика;Азино-2;;Татарстан респ., Казань, р-н Советский, мкр. Азино-2, ул. Юлиуса Фучика, 88;Вторичка;;1 лоджия;;;0;Панельный;2016;6 всего;;;Железобетонные;3;Центральное;;55.762014;49.232448;55;3;4;2;3;5;12;3;3;23;0;2;0.081;8.773
https://kazan.cian.ru/sale/flat/267145250/;9800000;1;51.0;19.0;15.0;11;16;ЖК «ул. Достоевского, 57»;Вахитовский;57;Достоевского;Калуга;;Татарстан респ., Казань, р-н Вахитовский, мкр. Калуга, ул. Достоевского, 57;Вторичка;;1 лоджия;;;3;Монолитный;2021;14 всего;;;Железобетонные;7;Индивидуальный тепловой пункт;;55.788343;49.152525;123;8;2;18;32;58;25;3;7;12;1;6;0.077;3.019
https://kazan.cian.ru/sale/flat/273245991/;5000000;1;36.6;17.2;12.4;3;9;;Авиастроительный;11;Академика Павлова;Караваево;;Татарстан респ., Казань, р-н Авиастроительный, мкр. Караваево, ул. Академика Павлова, 11;Вторичка;;;;;2.65;Кирпичный;1981;Есть;;;Железобетонные;1;Центральное;;55.863762;49.101779;45;4;0;3;6;8;5;4;2;4;1;2;0.323;7.536
https://kazan.cian.ru/sale/flat/272967538/;5770000;1;36.6;18.0;8.0;5;10;;Советский;44;Минская;Азино-2;;Татарстан респ., Казань, р-н Советский, мкр. Азино-2, Минская ул., 44;Вторичка;;1 балкон;;;2.7;Панельный;2003;3 всего;;Центральное;Железобетонные;3;Центральное;;55.771682;49.239068;33;2;4;0;6;10;5;4;2;33;0;1;0.295;8.756
https://kazan.cian.ru/sale/flat/270361544/;7990000;1;50.0;18.4;14.1;6;10;ЖК «по ул. Академика Завойского»;Приволжский;21;Академика Завойского;Изумрудный город;;Татарстан респ., Казань, р-н Приволжский, мкр. Изумрудный город, ул. Академика Завойского, 21;Вторичка;;1 лоджия;;;2.8;Кирпичный;2013;6 всего;;Центральное;Железобетонные;6;Центральное;;55.758752;49.244413;15;2;1;1;3;18;1;3;0;12;0;0;0.268;9.607
https://kazan.cian.ru/sale/flat/285950287/;3899999;1;31.7;17.0;12.0;4;9;;Московский;25;Батыршина;;;Татарстан респ., Казань, р-н Московский, ул. Батыршина, 25;Вторичка;1 совмещенный;1 балкон;Косметический;Во двор;;Кирпичный;;2 пасс.;;;Железобетонные;1;Центральное;;55.823489;49.060052;27;4;3;3;9;7;2;8;6;12;1;0;0.086;4.211
https://kazan.cian.ru/sale/flat/286481071/;6100000;1;37.2;18.8;10.8;8;9;ЖК «МЧС»;Советский;1К;Зур Урам;;;Татарстан респ., Казань, р-н Советский, ул. Зур Урам, 1К;Вторичка;1 совмещенный;1 балкон;Евроремонт;Во двор;;Кирпичный;2016;Есть;;;Железобетонные;3;Центральное;;55.802057;49.200899;16;1;1;1;5;11;1;3;3;15;0;1;0.449;5.962
https://kazan.cian.ru/sale/flat/282622587/;13350000;1;45.0;;16.0;22;22;ЖК «Столичный»;Ново-Савиновский;88;Чистопольская;кварталы 68, 69;;Татарстан респ., Казань, р-н Ново-Савиновский, мкр. кварталы 68, 69, Чистопольская ул., 88;Вторичка;1 совмещенный;1 балкон;Дизайнерский;;;Монолитный;;16 всего;Подземная;;Железобетонные;7;Центральное;;55.81871;49.146461;63;5;10;4;13;9;9;3;2;17;0;1;0.091;3.554
https://kazan.cian.ru/sale/flat/281625646/;4399999;1;35.5;18.2;6.0;9;9;;Приволжский;11;Комиссара Габишева;9,10,11;;Татарстан респ., Казань, р-н Приволжский, мкр. 9,10,11, ул. Комиссара Габишева, 11;Вторичка;1 совмещенный;1 балкон;Косметический;На улицу и двор;;Панельный;1985;Есть;;Центральное;Железобетонные;6;Центральное;;55.74863;49.232376;41;4;1;2;8;6;6;4;4;8;0;0;0.303;9.511
https://kazan.cian.ru/sale/flat/286379572/;5600000;1;33.45;14.0;10.5;5;10;ЖК «МЧС»;Советский;1;Зур Урам;;;Татарстан респ., Казань, р-н Советский, ул. Зур Урам, 1;Вторичка;1 совмещенный;1 балкон;Косметический;На улицу;2.52;Кирпичный;2021;Есть грузовой;;;;;;;55.805042;49.199399;76;3;2;3;15;14;4;3;2;25;0;2;0.409;5.915
https://kazan.cian.ru/sale/flat/278693560/;5570000;1;48.0;30.5;12.0;5;16;;Советский;59;Минская;Азино-2;;Татарстан респ., Казань, р-н Советский, мкр. Азино-2, Минская ул., 59;Вторичка;1 совмещенный;1 балкон;Косметический;На улицу;;Панельный;;Есть;;;Железобетонные;;Центральное;;55.771104;49.243748;23;1;4;0;5;8;4;3;2;29;0;0;0.228;9.056
https://kazan.cian.ru/sale/flat/278693530/;4100000;1;34.0;19.5;8.0;1;9;;Советский;1;Академика Глушко;Азино-1;;Татарстан респ., Казань, р-н Советский, мкр. Азино-1, ул. Академика Глушко, 1;Вторичка;1 раздельный;1 балкон;Без ремонта;На улицу;;Блочный;;Есть;;Центральное;Железобетонные;3;Центральное;;55.776699;49.235071;43;6;5;8;7;9;5;7;3;16;0;1;0.064;8.356
https://kazan.cian.ru/sale/flat/278693138/;4150000;1;41.0;20.0;9.0;13;18;ЖК «Салават Купере»;Кировский;21/1;Нурихана Фаттаха;;;Татарстан респ., Казань, р-н Кировский, ул. Нурихана Фаттаха, 21/1;Вторичка;1 совмещенный;1 лоджия;Косметический;На улицу;;Блочный;;1 пасс., 1 груз.;;;Железобетонные;5;Центральное;;55.868359;48.883443;10;4;5;1;2;27;2;4;3;27;0;0;0.109;16.121
https://kazan.cian.ru/sale/flat/278693337/;10000000;1;39.0;17.0;10.0;11;24;ЖК «Пять звёзд»;Кировский;2;Комсомольская;Ягодная слобода;;Татарстан респ., Казань, р-н Кировский, мкр. Ягодная слобода, Комсомольская ул., 2;Вторичка;1 совмещенный;1 балкон;Дизайнерский;На улицу;;Монолитный;;6 всего;;;Железобетонные;3;Центральное;;55.8117;49.095419;27;1;2;4;5;10;1;1;3;11;4;4;0.405;1.866
https://kazan.cian.ru/sale/flat/278693279/;3900000;1;35.23;15.0;11.0;3;3;;;34;Петра Гаврилова;;;Татарстан респ., Пестречинский район, Кощаковское с/пос, Царево деревня, ул. Петра Гаврилова, 34;Вторичка;1 совмещенный;1 балкон;Евроремонт;На улицу и двор;;Кирпичный;2019;;;;Железобетонные;4;Центральное;;55.80483;49.446498;7;2;2;0;2;16;1;2;0;13;0;0;0.261;21.35
https://kazan.cian.ru/sale/flat/280790827/;5200000;1;34.2;12.2;9.4;10;10;ЖК «Беседа»;Советский;64к2;Мира;;;Татарстан респ., Казань, р-н Советский, Дербышки поселок, ул. Мира, 64к2;Вторичка;1 совмещенный;1 лоджия;Без ремонта;На улицу;;Кирпичный;2021;Есть;;;Железобетонные;;Центральное;;55.852586;49.205696;2;1;2;0;1;1;1;0;0;2;0;1;0.211;8.845
https://kazan.cian.ru/sale/flat/285674551/;5490000;1;34.0;17.0;12.0;6;10;ЖК «Весна»;Советский;3;Фикрята Табеева;;;Татарстан респ., Казань, р-н Советский, ул. Фикрята Табеева, 3;Вторичка;1 совмещенный;1 лоджия;Евроремонт;На улицу;2.7;Кирпичный;2019;Есть;;;Железобетонные;14;Центральное;;55.793966;49.25319;62;2;12;4;10;56;7;3;2;30;0;0;0.366;9.209
https://kazan.cian.ru/sale/flat/278693473/;6400000;1;34.43;12.3;11.0;8;10;ЖК «Лето»;Советский;6;Анаса Тазетдинова;;;Татарстан респ., Казань, р-н Советский, ул. Анаса Тазетдинова, 6;Вторичка;1 совмещенный;1 балкон;Без ремонта;Во двор;2.7;;2022;Есть;;;Железобетонные;8;Центральное;;55.807688;49.228252;4;0;0;0;2;8;0;2;0;4;0;0;1.224;7.748
https://kazan.cian.ru/sale/flat/279285279/;4450000;1;30.4;18.8;5.9;5;5;;Приволжский;121;Спартаковская;;;Татарстан респ., Казань, р-н Приволжский, Спартаковская ул., 121;Вторичка;1 совмещенный;;Косметический;Во двор;;Кирпичный;1965;;;Центральное;;4;Центральное;;55.772674;49.145077;201;6;1;20;18;19;42;1;6;11;4;11;0.168;3.564
https://kazan.cian.ru/sale/flat/279218093/;2400000;1;18.3;;6.0;5;5;;Ново-Савиновский;40;Короленко;;;Татарстан респ., Казань, р-н Ново-Савиновский, ул. Короленко, 40;Вторичка;1 совмещенный;;Косметический;На улицу;;Кирпичный;1963;;;;Железобетонные;1;Центральное;;55.837854;49.102623;114;5;1;11;15;12;11;7;4;14;1;2;0.105;4.652
https://kazan.cian.ru/sale/flat/281557615/;2570000;1;24.0;14.0;5.0;1;5;;Московский;45;Гудованцева;Жилплощадка;;Татарстан респ., Казань, р-н Московский, мкр. Жилплощадка, ул. Гудованцева, 45;Вторичка;1 совмещенный;;Косметический;На улицу;;Кирпичный;1972;;;Центральное;Железобетонные;3;Центральное;;55.877667;49.019789;1;2;1;0;3;1;0;2;1;3;0;0;0.443;10.577
https://kazan.cian.ru/sale/flat/270470535/;3350000;1;25.0;18.5;3.1;8;9;;Ново-Савиновский;12Б;Фатыха Амирхана;кварталы 38, 27;;Татарстан респ., Казань, р-н Ново-Савиновский, мкр. кварталы 38, 27, ул. Фатыха Амирхана, 12Б;Вторичка;1 совмещенный;;Косметический;На улицу;2.5;Кирпичный;1992;Есть;;;Железобетонные;1;Центральное;Есть;55.831807;49.135178;53;3;5;10;12;12;5;6;7;15;1;0;0.095;4.363
https://kazan.cian.ru/sale/flat/287167661/;3350000;1;34.0;16.1;10.9;3;3;ЖК «Царево Village»;;7;Петра Гаврилова;;;Татарстан респ., Пестречинский район, Кощаковское с/пос, Царево деревня, ул. Петра Гаврилова, 7;Вторичка;1 совмещенный;1 балкон;Косметический;Во двор;;Кирпичный;;;;;Железобетонные;2;Центральное;;55.804759;49.440785;6;1;8;0;2;14;1;2;1;16;0;0;0.233;20.992
https://kazan.cian.ru/sale/flat/278143837/;5000000;1;35.4;13.9;8.0;6;9;;Советский;178;;Азино-1;;Татарстан респ., Казань, р-н Советский, мкр. Азино-1, просп. Победы, 178;Вторичка;;;Косметический;На улицу;2.7;Панельный;;Есть;;Центральное;;2;Центральное;;55.791005;49.222081;46;6;6;2;10;8;5;3;1;22;0;2;0.165;7.278
https://kazan.cian.ru/sale/flat/284362903/;7500000;1;40.9;9.5;14.9;19;20;ЖК «Казань XXI век (II очередь)»;Советский;30;;;;Татарстан респ., Казань, р-н Советский, просп. Альберта Камалеева, 30;Вторичка;1 совмещенный;1 балкон;Евроремонт;Во двор;;Панельный;2019;2 пасс., 1 груз.;;;Железобетонные;7;Центральное;;55.785468;49.191916;25;5;7;4;3;14;5;3;4;16;0;2;0.134;5.493
https://kazan.cian.ru/sale/flat/285534063/;7399000;1;34.2;16.0;9.5;10;17;ЖК «Мой ритм»;Советский;1к1;Сабира Ахтямова;;;Татарстан респ., Казань, р-н Советский, ул. Сабира Ахтямова, 1к1;Вторичка;1 совмещенный;1 лоджия;Дизайнерский;На улицу;;Панельный;;7 всего;;;Железобетонные;7;;;55.788439;49.216574;14;5;5;0;4;0;2;3;1;9;0;1;0.155;6.963
https://kazan.cian.ru/sale/flat/282313195/;9300000;1;47.0;21.2;12.8;1;8;;Вахитовский;75г;Габдуллы Тукая;Татарская слобода;;Татарстан респ., Казань, р-н Вахитовский, мкр. Татарская слобода, Габдуллы Тукая ул., 75г;Вторичка;1 совмещенный;;Евроремонт;Во двор;2.9;Кирпичный;2006;2 всего;;Центральное;Железобетонные;2;Центральное;;55.777763;49.117257;73;7;2;9;11;14;29;5;8;12;24;19;0.087;2.155
https://kazan.cian.ru/sale/flat/287024001/;3200000;1;30.3;19.0;6.1;1;2;;Авиастроительный;25А;Айдарова;Свердлова;;Татарстан респ., Казань, р-н Авиастроительный, мкр. Свердлова, ул. Айдарова, 25А;Вторичка;1 совмещенный;;Косметический;Во двор;;Кирпичный;;;;Центральное;Железобетонные;8;Центральное;;55.868182;49.083336;52;5;4;4;22;4;4;8;4;17;0;0;0.162;8.152
https://kazan.cian.ru/sale/flat/279330455/;4000000;1;32.3;19.4;7.2;4;5;;Московский;43к1;Гудованцева;Жилплощадка;;Татарстан респ., Казань, р-н Московский, мкр. Жилплощадка, ул. Гудованцева, 43к1;Вторичка;;;Евроремонт;На улицу и двор;2.77;Кирпичный;1996;;;Центральное;Железобетонные;12;Центральное;;55.874668;49.020364;3;3;2;1;4;2;0;2;3;7;0;0;0.109;10.273
https://kazan.cian.ru/sale/flat/279956862/;5900000;1;45.6;19.7;16.5;9;9;ЖК «МЧС»;Советский;1Кк3;Зур Урам;;;Татарстан респ., Казань, р-н Советский, ул. Зур Урам, 1Кк3;Вторичка;1 совмещенный;1 балкон;Без ремонта;На улицу и двор;2.52;Кирпичный;2021;Есть;;;Железобетонные;18;Центральное;;55.80059;49.202156;17;0;1;4;3;7;2;2;2;12;0;1;0.538;6.025
https://kazan.cian.ru/sale/flat/285603160/;3500000;1;30.6;15.0;8.0;15;17;;Кировский;5А;;Залесный;;Татарстан респ., Казань, р-н Кировский, мкр. Залесный, просп. Ильгама Шакирова, 5А;Вторичка;1 совмещенный;1 лоджия;Косметический;Во двор;;Панельный;2020;1 пасс., 1 груз.;;;Железобетонные;2;Центральное;;55.855916;48.905937;7;2;6;0;2;12;0;4;2;10;0;0;0.355;14.219
https://kazan.cian.ru/sale/flat/284842971/;4000000;1;31.3;18.3;6.0;3;5;;Московский;10;Академика Королева;поселок Урицкого;;Татарстан респ., Казань, р-н Московский, мкр. поселок Урицкого, ул. Академика Королева, 10;Вторичка;1 совмещенный;1 балкон;Косметический;На улицу и двор;2.5;Кирпичный;1962;;;Центральное;Железобетонные;4;Центральное;;55.838966;49.079761;63;3;1;12;15;10;8;3;8;12;3;7;0.097;5.054
https://kazan.cian.ru/sale/flat/284081904/;4500000;1;35.7;20.0;9.0;9;9;;Приволжский;18;Сафиуллина;7,8;;Татарстан респ., Казань, р-н Приволжский, мкр. 7,8, ул. Сафиуллина, 18;Вторичка;1 совмещенный;1 лоджия;Косметический;На улицу;;Панельный;;Есть;;Центральное;Железобетонные;1;Центральное;;55.750342;49.219988;39;2;0;12;12;2;6;5;2;4;0;0;0.29;8.763
https://kazan.cian.ru/sale/flat/287031581/;5090000;1;33.0;17.1;8.0;10;10;;Ново-Савиновский;43;Четаева;;;Татарстан респ., Казань, р-н Ново-Савиновский, ул. Четаева, 43;Вторичка;1 совмещенный;1 балкон;Косметический;На улицу;;Панельный;1998;Есть;;Центральное;Железобетонные;3;Центральное;;55.823838;49.114678;143;3;11;7;20;22;25;5;8;49;1;10;0.479;3.129
https://kazan.cian.ru/sale/flat/283695987/;5200000;1;43.4;30.0;10.0;2;20;;Приволжский;2;Ярышлар;;;Татарстан респ., Казань, р-н Приволжский, ул. Ярышлар, 2;Вторичка;1 совмещенный;1 балкон;Евроремонт;Во двор;;;2021;2 всего;;;;1;;;55.68124;49.200746;2;0;0;0;1;2;0;1;0;5;0;0;0.251;14.097
